"Name","Distance (LY)","Controlling Faction","Needs Permit","Bodies","Colonised","Economy","Stations","X","Y","Z","Controlling Faction State","Allegiance"
"Yinfu","44.3988932153719","Alliance Democratic Network","False","1","True","Military","2","-39.9375","16.1875","-10.6875","Boom","Alliance"
"Yinsi","44.4173873260799","The Dark Wheel","False","2","True","Military","4","21.59375","-9.78125","37.5625","None","Independent"
"Core Sys Sector CQ-P a5-0","44.4202783963867","Azimuth Biotech","False","10","True","Industrial","9","6.75","-43.5625","5.46875","Boom","Independent"
"Wolf 417","44.4945133555813","LHS 2541 Alliance Combine","False","2","True","Industrial","3","13.6875","42.0625","4.8125","None","Alliance"
"Core Sys Sector CV-P a5-2","44.512879982933","LHS 145 Inc","False","1","True","Extraction","1","26.40625","-32.90625","14.1875","None","Federation"
"Tascheter Sector GR-M a7-3","44.5997061544412","Earth Defense Fleet","False","7","True","Industrial","7","25.125","-26.75","-25.34375","Expansion","Federation"
"V439 Andromedae","44.6113533930826","Blood Brothers from Alrai","False","2","True","High Tech","2","-34.8125","-24.09375","-14.0625","Expansion","Federation"
"Core Sys Sector HH-M a7-1","44.6214765765881","East India Company","False","1","True","Industrial","1","-3.21875","-34.3125","28.34375","None","Empire"
"Core Sys Sector IR-W c1-29","44.6314005388863","EG Union","False","1","True","Military","3","26.21875","6.3125","35.5625","Lockdown","Independent"
"RY Sextantis","44.6587429325155","Wolf 406 Transport & Co","False","19","True","High Tech","19","24.625","34.6875","-13.59375","Expansion","Alliance"
"Alshain","44.6779600831047","Gold Legal Solutions","False","2","True","Military","3","-31.78125","-8.96875","30.09375","Boom","Federation"
"Core Sys Sector UD-T a3-0","44.6976605581881","East India Company","False","9","True","Industrial","3","10.21875","-41.4375","-13.28125","None","Empire"
"Core Sys Sector VD-T a3-2","44.7448932141982","Independent Kausalya Resistance","False","10","True","High Tech","3","23.0625","-37.6875","-7.0625","Boom","Federation"
"Core Sys Sector GH-M a7-1","44.7588263816479","Izumo Heavy Industries Ltd","False","1","True","Extraction","3","-6.125","-34.25","28.15625","Expansion","Federation"
"LFT 628","44.7857748062931","Minutemen","False","2","True","Military","6","44.75","-0.75","-1.625","Expansion","Federation"
"Core Sys Sector TD-T a3-1","44.7970793725718","Ronin Inc","False","1","True","Military","2","-4.625","-42.9375","-11.90625","None","Federation"
"Tascheter Sector JX-K a8-0","44.8217498298817","Movement for LHS 20 Liberals","False","8","True","Industrial","2","16.71875","-34.8125","-22.75","None","Federation"
"Core Sys Sector OI-T a3-1","44.8235037048087","Dimoni Demolition","False","3","True","Service","1","-30.59375","-32.1875","-6.09375","None","Federation"
"Core Sys Sector TD-T a3-0","44.8421275838915","Ronin Inc","False","2","True","Military","2","-3.9375","-42.5","-13.75","None","Federation"
"Core Sys Sector RD-T a3-1","44.8475825888364","Equestrian Naval Fleet","False","1","True","Service","1","-21.0625","-39.21875","-5.4375","Expansion","Independent"
"Quanlu","44.9479842602814","LHS 250 Republic Party","False","1","True","Military","2","-19.4375","26.03125","-31.0625","None","Federation"
"Tascheter Sector JX-K a8-1","44.9524379726784","Movement for LHS 20 Liberals","False","10","True","Industrial","4","18.03125","-34.90625","-21.84375","Civil Liberty","Federation"
"Core Sys Sector GH-M a7-0","44.9843180140313","Izumo Heavy Industries Ltd","False","9","True","Industrial","1","-7.21875","-33.96875","28.59375","Expansion","Federation"
"Core Sys Sector WJ-R a4-1","45.0113375474724","Azimuth Biotech","False","1","True","Service","1","-11.21875","-43.5","-2.8125","Boom","Independent"
"LHS 524","45.1373230230538","Blood Brothers from Alrai","False","2","True","Military","2","-43.53125","-10.90625","-4.84375","Expansion","Federation"
"LHS 551","45.2564524059829","Blood Brothers from Alrai","False","7","True","Industrial","1","-34.09375","-27.8125","-10.59375","None","Federation"
"LTT 6377","45.3072302970232","Wolf 406 Transport & Co","False","8","True","High Tech","4","-1.59375","23.78125","38.53125","Expansion","Alliance"
"Tascheter Sector HS-K a8-0","45.3610731037638","Green Party of Wolf 124","False","11","True","Industrial","6","-15.96875","-37.96875","-19.0","None","Federation"
"LFT 655","45.3622786919374","Binkkerton State Holdings","False","17","True","Military","9","4.28125","33.53125","-30.25","Boom","Federation"
"LHS 366","45.4057338236318","New Pilots Initiative","False","2","True","High Tech","1","4.5625","39.28125","22.3125","None","Independent"
"Core Sys Sector DQ-P a5-0","45.4451184294034","Earth Defense Fleet","False","24","True","Extraction","9","24.75","-37.34375","7.625","Expansion","Federation"
"Core Sys Sector SO-R b4-5","45.4813019616303","Zugen Dynasty","False","12","True","Industrial","4","-16.78125","-5.78125","41.875","Drought","Independent"
"Xirang","45.4965443399276","Progressive Party of L 639-45","False","7","True","Service","2","-13.53125","-33.15625","28.0625","None","Federation"
"Core Sys Sector CV-P a5-1","45.4975316981592","Chambo Life Services","False","11","True","Military","1","29.84375","-31.875","12.78125","None","Federation"
"Kunlun","45.5115670393253","Movement for LHS 20 Liberals","False","3","True","Military","1","15.28125","-34.4375","-25.53125","None","Federation"
"Core Sys Sector HH-M a7-3","45.5583095638161","Izumo Heavy Industries Ltd","False","8","True","Industrial","2","-3.625","-33.5625","30.59375","Expansion","Federation"
"Buzhu","45.5886627559419","Minutemen","False","2","True","Service","4","43.0625","14.09375","5.03125","Expansion","Federation"
"Core Sys Sector AK-R a4-1","45.5945639063748","Earth Defense Fleet","False","1","True","Military","1","25.25","-37.71875","-4.3125","Expansion","Federation"
"Core Sys Sector SD-T a3-1","45.6035587461384","Turkish Elite Force","False","10","True","High Tech","17","-7.65625","-44.25","-7.9375","Expansion","Federation"
"Tascheter Sector CR-M a7-2","45.6367600426181","Earth Defense Fleet","False","12","True","Industrial","2","-12.96875","-29.46875","-32.34375","Expansion","Federation"
"Penglai","45.6549238342646","Collective of Independent Agents","False","7","True","High Tech","4","41.375","19.09375","2.8125","None","Federation"
"Core Sys Sector WJ-R a4-0","45.7577051230173","East India Company","False","12","True","High Tech","1","-12.59375","-43.75","-4.59375","Expansion","Empire"
"Tascheter Sector CR-M a7-0","45.8744145909515","The Fatherhood","False","1","True","Military","2","-7.125","-33.375","-30.65625","None","Federation"
"Core Sys Sector HR-W c1-30","45.8769371185021","Fusang Heavy Engineering","False","4","True","Military","6","-3.03125","-17.46875","42.3125","Boom","Federation"
"LP 449-6","45.9374362244455","Nobles of Dagr","False","1","True","Military","1","-28.71875","14.9375","32.59375","None","Alliance"
"Pinyin","45.9379676846941","Earth Defense Fleet","False","2","True","Industrial","1","5.875","-7.875","-44.875","Expansion","Federation"
"Core Sys Sector CV-P a5-4","45.9588067084264","Falcons' Nest","False","12","True","Industrial","2","32.625","-31.09375","9.0","Expansion","Federation"
"LFT 1361","45.991868336968","Blue Nemesis","False","2","True","Military","5","-38.78125","24.71875","-0.5","None","Federation"
"LHS 3297","46.0214581404696","Blood Brothers from Alrai","False","1","True","Military","2","-36.46875","22.6875","-16.53125","Expansion","Federation"
"Core Sys Sector UO-R b4-4","46.0380913958757","Earth Defense Fleet","False","3","True","Military","2","25.53125","-11.03125","36.6875","Expansion","Federation"
"Core Sys Sector BQ-P a5-0","46.0458861660029","Azimuth Biotech","False","4","True","Military","1","3.0625","-43.71875","14.125","None","Independent"
"Kedre Ralis","46.0534145551391","EG Union","False","13","True","Industrial","6","14.34375","-33.34375","28.34375","None","Independent"
"Tascheter Sector GR-M a7-2","46.2152741255529","Earth Defense Fleet","False","6","True","Industrial","2","25.8125","-26.25","-27.9375","Expansion","Federation"
"LFT 265","46.2245073324205","Blood Brothers from Alrai","False","2","True","Military","2","-29.03125","0.375","-35.96875","Expansion","Federation"
"Gliese 282 C","46.2253946373095","Earth Defense Fleet","False","3","True","Military","4","30.09375","7.1875","-34.34375","Expansion","Federation"
"Gracunha","46.2290598710649","Confederacy of Moepirt","False","4","True","Industrial","1","24.6875","-15.65625","35.8125","None","Federation"
"Core Sys Sector CQ-P a5-3","46.2415532827348","Azimuth Biotech","False","7","True","Industrial","3","8.375","-44.5","9.375","None","Independent"
"Sandafarr","46.2648941389419","Aornum Republic Party","False","9","True","Service","1","7.46875","-32.78125","31.78125","Boom","Federation"
"Puppis Sector DL-Y d117","46.2884236506548","Minutemen","False","2","True","Industrial","1","43.625","-6.59375","14.0","Expansion","Federation"
"Core Sys Sector ZJ-R a4-2","46.3440450091757","Elite Republic Squad","False","8","True","High Tech","1","21.5625","-40.75","4.71875","None","Independent"
"Eeaea","46.3575080724525","Earth Defense Fleet","False","2","True","Military","2","30.65625","7.71875","-33.90625","Expansion","Federation"
"Tascheter Sector GW-W c1-22","46.3695035489383","El Confederation","False","2","True","Military","1","27.59375","-11.8125","-35.34375","None","Federation"
"Tascheter Sector ER-M a7-0","46.3799904659865","Sirius Special Forces","False","9","True","Industrial","1","7.125","-32.46875","-32.34375","None","Federation"
"LHS 399","46.4315482390476","Argus Corporation","False","2","True","Military","3","-13.5625","36.15625","25.78125","Expansion","Federation"
"Core Sys Sector SO-R a4-1","46.4404230237516","C.O.N.T.R.A.I.L","False","5","True","Extraction","3","-32.40625","-33.21875","-1.75","None","Independent"
"Puppis Sector MX-U b2-5","46.4412641475768","Charunder Industry","False","2","True","Military","1","37.28125","-21.125","-17.90625","None","Federation"
"LFT 200","46.4887104070709","Paladin Consortium","False","2","True","Military","2","11.625","-43.84375","-10.1875","None","Independent"
"Core Sys Sector FW-N a6-0","46.5205977565315","Izumo Heavy Industries Ltd","False","8","True","Industrial","11","-4.34375","-42.78125","17.75","Expansion","Federation"
"Circeo","46.5764136091166","EG Union","False","3","True","Military","1","19.96875","-17.46875","38.28125","Expansion","Independent"
"LTT 12102","46.6028872663755","Earth Defense Fleet","False","1","True","Military","1","24.71875","14.5","-36.75","Expansion","Federation"
"G 173-39","46.6171344739517","Tharsis Corporation","False","2","True","High Tech","1","-31.9375","-9.3125","-32.65625","None","Federation"
"Core Sys Sector TO-R b4-7","46.6426009841057","Fusang Heavy Engineering","False","2","True","Service","1","-3.34375","-12.9375","44.6875","None","Federation"
"Core Sys Sector SO-R b4-1","46.6532044384413","Gilgamesh Corps Orbital Protection","False","3","True","High Tech","2","-9.4375","-24.84375","38.34375","Expansion","Independent"
"Core Sys Sector AQ-P a5-1","46.7604955631621","LP 932-12 Dynamic Inc","False","8","True","Industrial","25","-14.34375","-44.125","5.8125","None","Federation"
"Core Sys Sector PN-T b3-3","46.7782960824248","Union of ER 8 Alliance","False","18","True","Industrial","2","37.09375","2.3125","28.40625","None","Federation"
"Muscida","46.8126773194238","Tharsis Corporation","False","1","True","Military","3","-18.53125","27.625","-32.9375","None","Federation"
"Core Sys Sector CV-P a5-0","46.8492533458379","Nanabozho Transport Holdings","False","8","True","Industrial","9","30.9375","-31.96875","14.6875","None","Federation"
"40 G. Capricorni","46.9227465162154","Psi Capricorni Gold Vision Co","False","2","True","Military","1","-14.34375","-26.5","35.96875","None","Federation"
"Danae","46.9851830035278","501st Legion","False","1","True","Service","1","-35.78125","16.15625","25.8125","None","Federation"
"Naiad","46.988747406294","501st Legion","False","19","True","Industrial","5","-36.9375","13.375","25.78125","Boom","Federation"
"Core Sys Sector FW-N a6-1","47.0074586834366","Izumo Heavy Industries Ltd","False","2","True","Military","4","0.09375","-41.03125","22.9375","Expansion","Federation"
"LHS 3470","47.0612757144874","Gold Legal Solutions","False","2","True","Military","1","-31.4375","-6.53125","34.40625","None","Federation"
"Core Sys Sector AB-O a6-2","47.0721479154606","Teaka Elite Altruists Bagging Cooperative","False","1","True","Military","1","-31.53125","-28.53125","20.1875","None","Independent"
"LFT 672","47.075529404883","Terran Colonial Forces","False","2","True","Military","4","-11.8125","33.6875","-30.6875","Expansion","Alliance"
"Core Sys Sector EW-N a6-1","47.113911991311","Izumo Heavy Industries Ltd","False","8","True","Industrial","9","-11.34375","-40.15625","21.875","Expansion","Federation"
"LP 389-32","47.1254766222582","501st Legion","False","1","True","Military","1","-32.4375","19.65625","27.96875","None","Federation"
"Core Sys Sector FH-M a7-0","47.1304083434994","German Pilot Lounge","False","6","True","Industrial","2","-23.25","-31.09375","26.71875","Expansion","Independent"
"Core Sys Sector AB-O a6-3","47.1338167315941","Tibis Alliance","False","7","True","Industrial","1","-29.84375","-29.03125","22.09375","None","Federation"
"Drahlian","47.1687980323063","The Astral Diamonds Club","False","1","True","Extraction","2","6.71875","-30.25","35.5625","Boom","Federation"
"LHS 464","47.1915664638556","Pixel Bandits Security Force","False","9","True","Industrial","7","-26.90625","7.6875","38.0","Boom","Independent"
"Erlaza","47.2353751341354","1 i Centauri Values Party","False","2","True","Extraction","12","28.25","22.59375","30.375","Investment","Federation"
"Core Sys Sector QX-U a2-0","47.2370704035771","Welsh Dragon Wing of Alpha Fornacis","False","2","True","Military","1","5.3125","-44.0","-16.34375","Expansion","Independent"
